CustomerID,Recency,Frequency,Monetary,Coupon_Ratio,Tenure_Months
12346,-0.36596091310439344,-1.7825705062091837,-1.451163220910853,3.9721913125237616,0.36459383364235154
12347,-0.8370006387594848,1.012910707118714,1.4867019022825994,-0.035140114596940046,-0.4236591086065029
12348,-0.6996140521100832,-0.2660743622435596,0.024246597444648632,0.836018891298865,0.9378687007324276
12350,-1.2491603987076898,0.023983020771589966,-0.04070395036363007,0.08272257443602203,-0.06536231667520541
12356,-0.36596091310439344,0.17940647972972534,0.18393490959406486,-0.2021122573936357,0.36459383364235154
12359,-0.14025437789466214,-1.0837002028772094,-0.5483167368967653,-1.2874311855721592,1.0811874175049465
12370,0.4387319515563877,1.3566522297454047,1.0538879312722722,-0.6516526418462786,-0.3519997502202434
12373,-1.180467105382989,-0.6748872825603845,-0.6785471696387887,-0.7507350122970654,-0.2086810334477244
12377,-1.0234538634979584,1.1861798836433748,1.2841591943023645,-0.399442971607913,0.07795640009731358
12383,-0.44446753404690864,1.2378966924437296,0.8420803331313321,-0.2093719157761008,0.43625319202861107
12386,0.11489214016851237,-0.519463823602249,-0.5627991668601269,1.5677924562513408,0.8662093423461681
12388,-0.29726761977969257,-0.06374678486788676,-0.42906779822827873,-1.7224375575951303,0.36459383364235154
12393,-0.21876099883717737,0.17940647972972534,0.2837893710886803,0.42023845666677634,0.9378687007324276
12395,0.1933987611110276,0.2489690060966055,0.02515420400809693,-0.34821288234074477,-1.1402526924690979
12402,-0.49353417213598066,-0.519463823602249,-0.49992076116332523,1.239919884941465,-0.2803403918339839
12410,-1.3178536920323907,0.2489690060966055,0.3227043564491925,-1.1140370372832826,-1.2835714092416168
12413,-0.13044105027684771,-0.06374678486788676,0.46619219270225404,0.7355005444647337,-0.7819559005378004
12414,-1.2491603987076898,-0.519463823602249,-0.6001545407621031,-1.1800919509171406,1.2245061342774655
12415,-0.04212110171651809,0.7640123744367706,0.45828790690838134,-0.24829604157144544,0.22127511686983256
12417,-0.6898007244922687,0.31404040378673953,0.1379139430554582,0.165226456759095,0.7945499839599085
12421,-0.6701740692566399,-0.519463823602249,0.1902513082679943,2.332828455974384,0.8662093423461681
12422,-0.41502755119346546,-0.15984391422021904,-0.2368256813973742,0.27311614902772957,1.726121642981282
12423,0.27190538205354287,-0.2660743622435596,-0.40386162763874317,0.5910054208906698,-1.2119120508553574
12427,0.252278726817914,-1.0837002028772094,-0.06251628874476141,0.7355005444647337,0.7945499839599085
12429,1.1551048676568392,-0.06374678486788676,0.36701967339439345,-0.2355066859529751,1.2245061342774655
12431,-1.0234538634979584,1.0439364387809122,0.8844303919083523,-0.1262158288496832,-0.8536152589240599
12433,1.1845448505102825,1.577147086393675,1.6234999347472334,-0.11692238861981127,0.43625319202861107
12434,0.7625717629442631,-1.7825705062091837,-2.3111668297850345,1.9685255989634107,0.43625319202861107
12437,-1.2491603987076898,0.2489690060966055,0.3319029352526671,-1.0369729713771154,1.726121642981282
12441,1.3023047819240552,0.023983020771589966,0.09228409587988774,1.7863741704579246,0.9378687007324276
12451,-0.405214223575651,1.6125281454365896,1.293903204673168,-0.015301840205253162,1.6544622845950225
12464,-1.2884137091789474,-0.519463823602249,-0.12951271322098673,0.9666927421832355,0.006297041711054082
